,REF,Company (Manufacturer),Company Location,Review Date,Cocoa Percent,Ingredients,Rating
1181,1030,Hotel Chocolat,U.K.,2013,70%,"2- B,S",4.0
1182,1654,Hotel Chocolat,U.K.,2015,70%,"2- B,S",2.75
1183,2134,Hotel Chocolat,U.K.,2018,75%,"4- B,S,C,L",2.75
1184,2386,Hotel Chocolat,U.K.,2019,72%,"4- B,S,C,L",3.0
1185,2386,Hotel Chocolat,U.K.,2019,80%,"4- B,S,C,L",3.0
1186,296,Hotel Chocolat (Coppeneur),U.K.,2008,80%,Missing Ingredients,2.5
1187,296,Hotel Chocolat (Coppeneur),U.K.,2008,75%,"4- B,S,C,L",2.75
1188,245,Hotel Chocolat (Coppeneur),U.K.,2008,72%,"3- B,S,C",3.0
1189,300,Hotel Chocolat (Coppeneur),U.K.,2008,72%,"4- B,S,C,L",3.0
1190,552,Hotel Chocolat (Coppeneur),U.K.,2010,70%,Missing Ingredients,2.75
1191,600,Hotel Chocolat (Coppeneur),U.K.,2010,70%,"4- B,S,C,L",2.75
1192,552,Hotel Chocolat (Coppeneur),U.K.,2010,70%,Missing Ingredients,3.0
1193,623,Hotel Chocolat (Coppeneur),U.K.,2011,80%,"4- B,S,C,L",3.0
1194,623,Hotel Chocolat (Coppeneur),U.K.,2011,65%,"4- B,S,C,L",3.0
1195,623,Hotel Chocolat (Coppeneur),U.K.,2011,65%,"4- B,S,C,L",3.25
1196,809,Hotel Chocolat (Coppeneur),U.K.,2012,66%,"4- B,S,V,L",3.5
1197,1113,Hotel Chocolat (Coppeneur),U.K.,2013,100%,1- B,2.5
1198,1109,Hotel Chocolat (Coppeneur),U.K.,2013,100%,Missing Ingredients,2.75
1199,1113,Hotel Chocolat (Coppeneur),U.K.,2013,100%,Missing Ingredients,2.75
1200,1038,Hotel Chocolat (Coppeneur),U.K.,2013,75%,"4- B,S,C,L",3.0
1201,1065,Hotel Chocolat (Coppeneur),U.K.,2013,90%,"2- B,S",3.0
1202,1065,Hotel Chocolat (Coppeneur),U.K.,2013,72%,"4- B,S,C,L",3.0
1203,1038,Hotel Chocolat (Coppeneur),U.K.,2013,80%,"4- B,S,C,L",3.5
1204,1065,Hotel Chocolat (Coppeneur),U.K.,2013,82%,"2- B,S",3.5
1205,1097,Hummingbird,Canada,2013,70%,"3- B,S,C",3.25
1206,1097,Hummingbird,Canada,2013,70%,"3- B,S,C",3.75
1207,1307,Hummingbird,Canada,2014,70%,"3- B,S,C",3.0
1208,1311,Hummingbird,Canada,2014,70%,"3- B,S,C",3.0
1209,1311,Hummingbird,Canada,2014,70%,"3- B,S,C",3.0
1210,1387,Hummingbird,Canada,2014,70%,"3- B,S,C",3.5
1211,1311,Hummingbird,Canada,2014,70%,"3- B,S,C",3.75
1212,1542,Hummingbird,Canada,2015,70%,"3- B,S,C",3.5
1213,729,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",3.25
1214,737,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",3.5
1215,725,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",3.75
1216,725,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",3.75
1217,733,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",3.75
1218,733,Idilio (Felchlin),Switzerland,2011,74%,"3- B,S,C",4.0
1219,737,Idilio (Felchlin),Switzerland,2011,70%,"3- B,S,C",4.0
1220,737,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",4.0
1221,737,Idilio (Felchlin),Switzerland,2011,72%,"3- B,S,C",4.0
1222,1085,Idilio (Felchlin),Switzerland,2013,72%,"3- B,S,C",3.75
1223,1788,Indah,India,2016,61%,"4- B,S,C,L",2.5
1224,1255,Indi,U.S.A.,2014,77%,"3- B,S,C",3.0
1225,2008,Indi,U.S.A.,2017,72%,"3- B,S,C",3.25
1226,943,iQ Chocolate,Scotland,2012,72%,"4- B,S*,C,L",2.75
1227,943,iQ Chocolate,Scotland,2012,72%,"4- B,S*,C,L",3.0
1228,1279,Isidro,U.S.A.,2014,72%,"2- B,S",2.25
1229,1279,Isidro,U.S.A.,2014,72%,"2- B,S",3.25
1230,1279,Isidro,U.S.A.,2014,72%,"2- B,S",3.25
1231,1275,Isidro,U.S.A.,2014,72%,"2- B,S",3.5
1232,2250,Islands Chocolate,St.Vincent-Grenadines,2018,72%,"4- B,S,C,L",2.75
1233,1546,Izard,U.S.A.,2015,70%,"2- B,S",2.75
1234,1542,Izard,U.S.A.,2015,70%,"2- B,S",3.5
1235,5,Jacque Torres,U.S.A.,2006,71%,"5- B,S,C,V,L",2.0
1236,2146,Jean Marie Auboine,U.S.A.,2018,72%,"3- B,S,C",3.25
1237,1976,Johnny Iuzzini,U.S.A.,2017,67%,"4- B,S,C,L",3.0
1238,1976,Johnny Iuzzini,U.S.A.,2017,75%,"4- B,S,C,L",3.0
1239,1972,Johnny Iuzzini,U.S.A.,2017,72%,"3- B,S,C",3.5
1240,1976,Johnny Iuzzini,U.S.A.,2017,65%,"4- B,S,C,L",3.5
1241,1980,Johnny Iuzzini,U.S.A.,2017,70%,"4- B,S,C,L",3.5
1242,2008,Johnny Iuzzini,U.S.A.,2017,68%,"5- B,S,C,V,L",3.5
1243,2008,Johnny Iuzzini,U.S.A.,2017,78%,"4- B,S,C,L",3.75
1244,2100,Johnny Iuzzini,U.S.A.,2018,66%,"4- B,S,C,L",3.0
1245,2104,Johnny Iuzzini,U.S.A.,2018,73%,"4- B,S,C,L",3.25
1246,2104,Johnny Iuzzini,U.S.A.,2018,80%,"4- B,S,C,L",3.25
1247,1534,Jordis,Czech Republic,2015,63%,"2- B,S",2.75
1248,2458,Jordis,Czech Republic,2020,75%,"3- B,S,C",2.75
1249,2218,Kad Kokoa,Thailand,2018,70%,"3- B,S,C",3.0
1250,2214,Kad Kokoa,Thailand,2018,70%,"3- B,S,C",3.5
1251,2218,Kad Kokoa,Thailand,2018,70%,"3- B,S,C",3.5
1252,2218,Kad Kokoa,Thailand,2018,70%,"3- B,S,C",3.75
1253,1069,Kah Kow,Dominican Republic,2013,82%,"5- B,S,C,V,L",3.0
1254,1069,Kah Kow,Dominican Republic,2013,55%,"5- B,S,C,V,L",3.25
1255,1073,Kah Kow,Dominican Republic,2013,62%,"5- B,S,C,V,L",3.25
1256,1061,Kah Kow,Dominican Republic,2013,70%,"5- B,S,C,V,L",3.5
1257,2498,Kah Kow,U.S.A.,2020,68%,"4- B,S,C,L",3.75
1258,2498,Kah Kow,U.S.A.,2020,70%,"3- B,S,C",3.75
1259,2502,Kah Kow,U.S.A.,2020,67%,"4- B,S,C,L",3.75
1260,2394,Kah Kow - USA,Dominican Republic,2019,70%,"3- B,S,C",3.0
1261,2454,Kah Kow - USA,U.S.A.,2019,72%,"4- B,S,C,L",3.0
1262,2390,Kah Kow - USA,Dominican Republic,2019,71.50%,"3- B,S,C",3.5
1263,2422,Kah Kow - USA,Dominican Republic,2019,68%,"4- B,S,C,L",3.75
1264,2454,Kah Kow - USA,U.S.A.,2019,65%,"4- B,S,C,L",3.75
1265,2338,Kaitxo,Spain,2019,75%,"3- B,S,C",3.0
1266,2338,Kaitxo,Spain,2019,75%,"3- B,S,C",3.0
1267,2334,Kaitxo,Spain,2019,75%,"3- B,S,C",3.25
1268,387,Kakao,Germany,2009,65%,Missing Ingredients,3.75
1269,837,Kakao,Germany,2012,64%,Missing Ingredients,2.5
1270,248,Kallari (Ecuatoriana),Ecuador,2008,85%,"4- B,S,C,V",2.5
1271,263,Kallari (Ecuatoriana),Ecuador,2008,75%,"4- B,S,C,V",2.5
1272,245,Kallari (Ecuatoriana),Ecuador,2008,75%,"4- B,S,C,V",2.75
1273,248,Kallari (Ecuatoriana),Ecuador,2008,85%,"4- B,S,C,V",2.75
1274,241,Kallari (Ecuatoriana),Ecuador,2008,70%,"4- B,S,C,V",3.0
1275,248,Kallari (Ecuatoriana),Ecuador,2008,85%,"4- B,S,C,V",3.0
1276,269,Kallari (Ecuatoriana),Ecuador,2008,85%,"4- B,S,C,V",3.0
1277,241,Kallari (Ecuatoriana),Ecuador,2008,70%,"4- B,S,C,V",3.5
1278,404,Kaoka (Cemoi),France,2009,70%,Missing Ingredients,2.75
1279,423,Kaoka (Cemoi),France,2009,80%,Missing Ingredients,2.75
1280,2708,Kasama,Canada,2021,70%,"3- B,S,C",3.25
1281,2708,Kasama,Canada,2021,70%,"3- B,S,C",3.5
1282,1133,Kerchner,U.S.A.,2013,70%,"3- B,S,C",3.75
1283,431,Ki' Xocolatl,Mexico,2009,72%,"5- B,S,C,V,L",2.0
1284,2478,Kin + Pod,Canada,2020,70%,"3- B,S,C",3.25
1285,1251,Kiskadee,U.S.A.,2014,60%,"2- B,S",3.0
1286,1968,Krak,Amsterdam,2017,70%,"2- B,S",3.0
1287,1968,Krak,Amsterdam,2017,70%,"2- B,S",3.0
1288,2016,Krak,Amsterdam,2017,70%,"2- B,S",3.25
1289,2064,Krak,Amsterdam,2018,70%,"2- B,S",3.0
1290,2068,Krak,Amsterdam,2018,70%,"2- B,S",3.25
1291,2044,Krak,Amsterdam,2018,70%,"2- B,S",3.75
1292,2286,Krak,Netherlands,2019,70%,"2- B,S",3.0
1293,2282,Krak,Amsterdam,2019,70%,"2- B,S",3.25
1294,1422,Kto,U.S.A.,2014,72%,"2- B,S",2.5
1295,1422,Kto,U.S.A.,2014,72%,"3- B,S,C",2.75
1296,1422,Kto,U.S.A.,2014,72%,"3- B,S,C",3.0
1297,1422,Kto,U.S.A.,2014,72%,"3- B,S,C",3.25
1298,1426,Kto,U.S.A.,2014,90%,"2- B,S",3.25
1299,1426,Kto,U.S.A.,2014,72%,"3- B,S,C",3.25
1300,1426,Kto,U.S.A.,2014,72%,"3- B,S,C",3.25
1301,1852,K'ul,U.S.A.,2016,70%,"4- B,S,C,L",2.75
1302,1840,K'ul,U.S.A.,2016,70%,"4- B,S,C,L",3.25
1303,1852,K'ul,U.S.A.,2016,70%,"4- B,S,C,L",3.75
1304,1852,K'ul,U.S.A.,2016,70%,"4- B,S,C,L",3.75
1305,1359,Kyya,U.S.A.,2014,72.5%,"5-B,S,C,V,Sa",2.5
1306,1363,Kyya,U.S.A.,2014,72.5%,"5-B,S,C,V,Sa",2.5
1307,1359,Kyya,U.S.A.,2014,72.5%,"5-B,S,C,V,Sa",3.0
1308,1363,Kyya,U.S.A.,2014,72.5%,"5-B,S,C,V,Sa",3.0
1309,451,L.A. Burdick (Felchlin),U.S.A.,2009,68%,"5- B,S,C,V,L",3.0
1310,431,L.A. Burdick (Felchlin),U.S.A.,2009,64%,"5- B,S,C,V,L",3.5
1311,597,L.A. Burdick (Felchlin),U.S.A.,2010,71%,"5- B,S,C,V,L",3.0
1312,576,L.A. Burdick (Felchlin),U.S.A.,2010,75%,"5- B,S,C,V,L",3.25
1313,576,L.A. Burdick (Felchlin),U.S.A.,2010,74%,"5- B,S,C,V,L",3.75
1314,682,L.A. Burdick (Felchlin),U.S.A.,2011,74%,"5- B,S,C,V,L",3.75
1315,891,L.A. Burdick (Felchlin),U.S.A.,2012,74%,"5- B,S,C,V,L",3.25
1316,927,L.A. Burdick (Felchlin),U.S.A.,2012,68%,"5- B,S,C,V,L",3.75
1317,891,L.A. Burdick (Felchlin),U.S.A.,2012,70%,"5- B,S,C,V,L",4.0
1318,2426,La Cascade du Chocolat,U.S.A.,2019,68%,"3- B,S,C",3.0
1319,1892,La Chocolaterie Nanairo,Japan,2016,70%,Missing Ingredients,2.25
1320,1892,La Chocolaterie Nanairo,Japan,2016,70%,Missing Ingredients,2.5
1321,1892,La Chocolaterie Nanairo,Japan,2016,70%,Missing Ingredients,3.0
1322,1892,La Chocolaterie Nanairo,Japan,2016,70%,Missing Ingredients,3.0
1323,2138,La Chorena,U.S.A.,2018,70%,"2- B,S",3.0
1324,2138,La Chorena,U.S.A.,2018,75%,"2- B,S",3.0
1325,2138,La Chorena,U.S.A.,2018,70%,"4- B,S,C,L",3.25
1326,2138,La Chorena,U.S.A.,2018,70%,"2- B,S",3.25
1327,2254,La Feverie (Hasnaa),France,2018,70%,"2- B,S",3.5
1328,2254,La Feverie (Hasnaa),France,2018,70%,"2- B,S",3.5
1329,2358,La Feverie (Hasnaa),France,2019,72%,"2- B,S",3.5
1330,230,La Maison du Chocolat (Valrhona),France,2008,74%,"4- B,S,C,L",3.5
1331,439,La Maison du Chocolat (Valrhona),France,2009,60%,"4- B,S,C,L",3.0
1332,346,La Maison du Chocolat (Valrhona),France,2009,68%,"4- B,S,C,L",3.25
1333,346,La Maison du Chocolat (Valrhona),France,2009,69%,"4- B,S,C,L",3.5
1334,445,La Maison du Chocolat (Valrhona),France,2009,60%,"4- B,S,C,L",3.75
1335,741,La Maison du Chocolat (Valrhona),France,2011,68%,"4- B,S,C,L",3.5
1336,891,La Maison du Chocolat (Valrhona),France,2012,66%,"4- B,S,C,L",3.5
1337,1121,La Maison du Chocolat (Valrhona),France,2013,74%,"4- B,S,C,L",2.75
1338,1145,La Maison du Chocolat (Valrhona),France,2013,60%,"4- B,S,C,L",3.25
1339,1189,La Maison du Chocolat (Valrhona),France,2013,56%,"4- B,S,C,L",3.25
1340,721,La Oroquidea,Peru,2011,72%,Missing Ingredients,2.5
1341,713,La Pepa de Oro,Ecuador,2011,60%,Missing Ingredients,3.25
1342,2186,La Rifa,Mexico,2018,70%,"2- B,S",3.0
1343,2182,La Rifa,Mexico,2018,70%,"2- B,S",3.5
1344,2186,La Rifa,Mexico,2018,70%,"2- B,S",3.5
1345,1434,Laia aka Chat-Noir,France,2014,70%,"4- B,S,C,L",2.75
1346,1438,Laia aka Chat-Noir,France,2014,68%,"4- B,S,C,L",2.75
1347,1590,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",2.75
1348,1590,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",2.75
1349,1590,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.0
1350,1594,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.0
1351,1590,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.25
1352,1642,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.25
1353,1638,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.5
1354,1642,Laia aka Chat-Noir,France,2015,75%,"4- B,S,C,L",3.75
1355,927,Lajedo do Ouro,Brazil,2012,70%,Missing Ingredients,3.5
1356,327,Lake Champlain (Callebaut),U.S.A.,2009,75%,Missing Ingredients,2.5
1357,833,L'Amourette,U.S.A.,2012,75%,"5- B,S,C,V,L",3.0
1358,833,L'Amourette,U.S.A.,2012,75%,"5- B,S,C,V,L",3.0
1359,853,L'Amourette,U.S.A.,2012,72%,"5- B,S,C,V,L",3.0
1360,1784,L'Amourette,U.S.A.,2016,80%,"2- B,S",3.5
1361,2048,Land,U.K.,2018,71%,"3- B,S,C",3.0
1362,2048,Land,U.K.,2018,70%,"3- B,S,C",3.25
1363,2048,Land,U.K.,2018,73%,"3- B,S,C",3.5
1364,1972,Landmark (Amano),U.S.A.,2017,74%,"3- B,S,C",3.75
1365,2266,Legast,Belgium,2019,70%,"3- B,S,C",2.75
1366,2262,Legast,Belgium,2019,70%,"3- B,S,C",3.25
1367,2266,Legast,Belgium,2019,70%,"3- B,S,C",3.5
1368,1371,Letterpress,U.S.A.,2014,70%,"2- B,S",3.5
1369,1566,Letterpress,U.S.A.,2015,70%,"2- B,S",3.0
1370,1562,Letterpress,U.S.A.,2015,70%,"2- B,S",3.25
1371,1566,Letterpress,U.S.A.,2015,70%,"2- B,S",3.25
1372,1562,Letterpress,U.S.A.,2015,70%,"2- B,S",3.5
1373,1566,Letterpress,U.S.A.,2015,70%,"2- B,S",3.5
1374,1728,Letterpress,U.S.A.,2016,70%,"2- B,S",3.25
1375,1952,Letterpress,U.S.A.,2017,70%,"2- B,S",3.25
1376,1952,Letterpress,U.S.A.,2017,70%,"2- B,S",3.5
1377,1984,Letterpress,U.S.A.,2017,70%,"3- B,S,C",4.0
1378,2122,Letterpress,U.S.A.,2018,70%,"3- B,S,C",3.75
1379,2338,Letterpress,U.S.A.,2019,70%,"3- B,S,C",3.25
1380,2442,Letterpress,U.S.A.,2019,70%,"3- B,S,C",3.25
1381,2562,Letterpress,U.S.A.,2021,70%,"3- B,S,C",3.5
1382,2562,Letterpress,U.S.A.,2021,70%,"3- B,S,C",3.75
1383,1231,Levy,Finland,2014,71%,"3- B,S,C",3.5
1384,1856,Lilla,Finland,2016,70%,"2- B,S",3.0
1385,947,Lillie Belle,U.S.A.,2012,75%,"2- B,S",2.75
1386,947,Lillie Belle,U.S.A.,2012,74%,"2- B,S",3.0
1387,855,Lillie Belle,U.S.A.,2012,65%,"2- B,S",3.5
1388,903,Lillie Belle,U.S.A.,2012,68%,"2- B,S",3.5
1389,947,Lillie Belle,U.S.A.,2012,68%,"2- B,S",3.5
1390,903,Lillie Belle,U.S.A.,2012,68%,"2- B,S",3.75
1391,157,Lindt & Sprungli,Switzerland,2007,85%,"4- B,S,C,V",3.0
1392,2538,Lirio,U.S.A.,2020,72%,"2- B,S",2.5
1393,2538,Lirio,U.S.A.,2020,72%,"2- B,S",3.0
1394,2538,Lirio,U.S.A.,2020,72%,"2- B,S",3.0
1395,1049,Loiza,Puerto Rico,2013,65%,"5- B,S,C,V,L",2.5
1396,1093,Lonohana,U.S.A.,2013,71%,"4- B,S,C,V",3.0
1397,1097,Lonohana,U.S.A.,2013,72%,"4- B,S,C,V",3.0
1398,1097,Lonohana,U.S.A.,2013,70%,"4- B,S,C,V",3.5
1399,1395,Lonohana,U.S.A.,2014,65%,"4- B,S,C,V",3.25
1400,1383,Lonohana,U.S.A.,2014,70%,"2- B,S",3.75
1401,1395,Lonohana,U.S.A.,2014,75%,"4- B,S,C,V",3.75
1402,2590,Loon,U.S.A.,2021,70%,"3- B,S,C",2.75
1403,2586,Loon,U.S.A.,2021,75%,"3- B,S,C",3.0
1404,1502,Love Bar,U.S.A.,2015,75%,"2- B,S",2.0
1405,2194,Love Brown,Taiwan,2018,75%,"2- B,S",2.5
1406,2194,Love Brown,Taiwan,2018,70%,"2- B,S",3.0
1407,2198,Love Brown,Taiwan,2018,80%,"2- B,S",3.25
1408,2198,Love Brown,Taiwan,2018,78%,"2- B,S",3.5
1409,1976,Luisa Abram,Brazil,2017,81%,"2- B,S",3.25
1410,2238,Luisa Abram,Brazil,2018,70%,"2- B,S",3.0
1411,2692,Luisa Abram,Brazil,2021,70%,"3- B,S,C",3.25
1412,2518,Luisa's Vegan,U.K.,2020,72%,"3- B,S,C",3.25
1413,552,Luker,Colombia,2010,46%,"5- B,S,C,V,L",2.75
1414,552,Luker,Colombia,2010,60%,"5- B,S,C,V,L",3.0
1415,552,Luker,Colombia,2010,58%,"5- B,S,C,V,L",3.0
1416,552,Luker,Colombia,2010,65%,"5- B,S,C,V,L",3.5
1417,2506,Lumineux,U.S.A.,2020,72%,"3- B,S,C",3.0
1418,2502,Lumineux,U.S.A.,2020,73%,"3- B,S,C",3.25
1419,2502,Lumineux,U.S.A.,2020,75%,"3- B,S,C",3.25
1420,2506,Lumineux,U.S.A.,2020,68%,"3- B,S,C",3.25
1421,2506,Lumineux,U.S.A.,2020,67%,"3- B,S,C",3.5
1422,552,Machu Picchu Trading Co.,Peru,2010,55%,Missing Ingredients,2.25
1423,721,Machu Picchu Trading Co.,Peru,2011,70%,Missing Ingredients,1.5
1424,2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,75%,"3- B,S,C",2.5
1425,2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,75%,"3- B,S,C",2.75
1426,284,Madecasse (Cinagra),Madagascar,2008,67%,"5- B,S,C,V,L",3.5
1427,288,Madecasse (Cinagra),Madagascar,2008,75%,"5- B,S,C,V,L",3.5
1428,284,Madecasse (Cinagra),Madagascar,2008,70%,"5- B,S,C,V,L",3.75
1429,284,Madecasse (Cinagra),Madagascar,2008,63%,"5- B,S,C,V,L",4.0
1430,2664,Madhu,U.S.A.,2021,70%,"2- B,S",2.5
1431,607,Madre,U.S.A.,2010,72%,"4- B,S,C,V",2.75
1432,672,Madre,U.S.A.,2011,70%,"4- B,S,C,V",2.5
1433,693,Madre,U.S.A.,2011,70%,"4- B,S,C,V",2.75
1434,991,Madre,U.S.A.,2012,70%,"4- B,S,C,V",3.25
1435,995,Madre,U.S.A.,2012,70%,"4- B,S,C,V",3.25
1436,995,Madre,U.S.A.,2012,70%,"4- B,S,C,V",3.5
1437,1085,Madre,U.S.A.,2013,70%,"4- B,S,C,V",2.75
1438,1089,Madre,U.S.A.,2013,70%,"4- B,S,C,V",2.75
1439,1089,Madre,U.S.A.,2013,70%,"4- B,S,C,V",2.75
1440,1085,Madre,U.S.A.,2013,70%,"4- B,S,C,V",3.5
1441,1940,Madre,U.S.A.,2017,73%,"2- B,S",3.5
1442,300,Maglio,Italy,2008,75%,"4- B,S,C,V",2.0
1443,308,Maglio,Italy,2008,70%,"4- B,S,V,L",3.0
1444,308,Maglio,Italy,2008,70%,"5- B,S,C,V,L",3.25
1445,308,Maglio,Italy,2008,70%,"5- B,S,C,V,L",3.75
1446,531,Majani,Italy,2010,70%,"4- B,S,C,L",2.0
1447,184,Malagasy (Chocolaterie Robert),Madagascar,2007,75%,"4- B,S,C,L",2.75
1448,184,Malagasy (Chocolaterie Robert),Madagascar,2007,73%,"4- B,S,C,L",3.5
1449,1121,Malagos,Philippines,2013,65%,"5- B,S,C,V,L",3.5
1450,2226,Malai,Thailand,2018,70%,"3- B,S*,C",2.75
1451,311,Malie Kai (Guittard),U.S.A.,2009,55%,"5- B,S,C,V,L",2.75
1452,502,Malie Kai (Guittard),U.S.A.,2010,55%,"5- B,S,C,V,L",3.5
1453,1856,Malmo,Sweden,2016,70%,"3- B,S,C",3.0
1454,821,Mana,U.S.A.,2012,74%,"3- B,S,C",3.75
1455,1219,Mana,U.S.A.,2014,74%,"3- B,S,C",2.5
1456,1219,Mana,U.S.A.,2014,74%,"3- B,S,C",2.75
1457,1446,Mana,U.S.A.,2015,74%,"2- B,S",2.5
1458,1331,Manifesto Cacao,Colombia,2014,70%,"4- B,S,C,L",2.75
1459,1007,Manoa,U.S.A.,2012,72%,"3- B,S,C",2.75
1460,1007,Manoa,U.S.A.,2012,72%,"3- B,S,C",3.0
1461,1003,Manoa,U.S.A.,2012,72%,"3- B,S,C",3.25
1462,1007,Manoa,U.S.A.,2012,72%,"3- B,S,C",3.25
1463,1089,Manoa,U.S.A.,2013,72%,"3- B,S,C",3.75
1464,1522,Manoa,U.S.A.,2015,72%,"3- B,S,C",3.5
1465,1522,Manoa,U.S.A.,2015,72%,"3- B,S,C",3.75
1466,2032,Manoa,U.S.A.,2017,70%,"3- B,S,C",3.25
1467,2442,Manoa,U.S.A.,2019,70%,"3- B,S,C",3.5
1468,871,Manufaktura Czekolady,Poland,2012,70%,"2- B,S",3.25
1469,875,Manufaktura Czekolady,Poland,2012,70%,"2- B,S",3.25
1470,871,Manufaktura Czekolady,Poland,2012,70%,"2- B,S",3.5
1471,1279,Manufaktura Czekolady,Poland,2014,85%,"2- B,S",3.5
1472,1255,Manufaktura Czekolady,Poland,2014,70%,"2- B,S",3.75
1473,1848,Manufaktura Czekolady,Poland,2016,70%,"3- B,S,C",3.5
1474,1844,Manufaktura Czekolady,Poland,2016,70%,"3- B,S,C",3.75
1475,1606,Map Chocolate,U.S.A.,2015,70%,"3- B,S,C",2.75
1476,1610,Map Chocolate,U.S.A.,2015,75%,"3- B,S,C",2.75
1477,1610,Map Chocolate,U.S.A.,2015,72%,"3- B,S,C",3.0
1478,1474,Map Chocolate,U.S.A.,2015,70%,"3- B,S,C",3.5
1479,1474,Map Chocolate,U.S.A.,2015,62%,"3- B,S,C",3.5
1480,1478,Map Chocolate,U.S.A.,2015,70%,"3- B,S,C",3.5
1481,1606,Map Chocolate,U.S.A.,2015,70%,"3- B,S,C",3.5
1482,1606,Map Chocolate,U.S.A.,2015,68%,"3- B,S,C",3.5
1483,1634,Map Chocolate,U.S.A.,2015,78%,"3- B,S,C",3.5
1484,1896,Map Chocolate,U.S.A.,2016,75%,"3- B,S,C",3.25
1485,1956,Map Chocolate,U.S.A.,2017,73%,"2- B,S",3.0
1486,2262,Map Chocolate,U.S.A.,2018,72%,"3- B,S,C",3.0
1487,2262,Map Chocolate,U.S.A.,2018,72%,"3- B,S,C",3.25
1488,2040,Map Chocolate,U.S.A.,2018,72%,"3- B,S,C",3.5
1489,1884,Marana,Peru,2016,70%,"3- B,S,C",2.75
1490,2610,Marana,Peru,2021,80%,"3- B,S,C",3.25
1491,2610,Marana,Peru,2021,70%,"3- B,S,C",3.5
1492,2598,Maribea,U.S.A.,2021,72%,"3- B,S,C",2.75
1493,2598,Maribea,U.S.A.,2021,72%,"3- B,S,C",2.75
1494,2598,Maribea,U.S.A.,2021,72%,"3- B,S,C",3.25
1495,1808,Marigold's Finest,Canada,2016,75%,"2- B,S",3.25
1496,2158,Markham & Fitz,U.S.A.,2018,75%,"2- B,S",2.75
1497,895,Marou,Vietnam,2012,80%,"3- B,S,C",3.0
1498,845,Marou,Vietnam,2012,76%,"3- B,S,C",3.5
1499,845,Marou,Vietnam,2012,72%,"3- B,S,C",3.5
1500,845,Marou,Vietnam,2012,70%,"3- B,S,C",3.5
1501,849,Marou,Vietnam,2012,78%,"3- B,S,C",3.5
1502,955,Marou,Vietnam,2012,74%,"3- B,S,C",3.5
1503,1149,Marou,Vietnam,2013,75%,"3- B,S,C",3.5
1504,1650,Marou,Vietnam,2015,85%,"2- B,S",3.25
1505,1650,Marou,Vietnam,2015,68%,"2- B,S",3.5
1506,1650,Marou,Vietnam,2015,70%,"2- B,S",3.75
1507,2258,Marou,Vietnam,2018,75%,"3- B,S,C",3.5
1508,537,Mars,U.S.A.,2010,65%,Missing Ingredients,3.0
1509,544,Mars,U.S.A.,2010,65%,Missing Ingredients,3.0
1510,544,Mars,U.S.A.,2010,65%,Missing Ingredients,3.25
1511,544,Mars,U.S.A.,2010,65%,Missing Ingredients,3.5
1512,1189,Marsatta,U.S.A.,2013,74%,"4- B,S,C,V",2.25
1513,1189,Marsatta,U.S.A.,2013,89%,"4- B,S,C,V",2.5
1514,1836,Martin Mayer,Austria,2016,76%,"3- B,S,C",2.75
1515,1836,Martin Mayer,Austria,2016,82%,"3- B,S,C",3.0
1516,1836,Martin Mayer,Austria,2016,74%,"3- B,S,C",3.25
1517,572,Mast Brothers,U.S.A.,2010,81%,"2- B,S",2.75
1518,572,Mast Brothers,U.S.A.,2010,75%,"2- B,S",3.0
1519,572,Mast Brothers,U.S.A.,2010,70%,"2- B,S",3.25
1520,713,Mast Brothers,U.S.A.,2011,81%,"2- B,S",2.75
1521,777,Mast Brothers,U.S.A.,2011,71%,"2- B,S",2.75
1522,701,Mast Brothers,U.S.A.,2011,76%,"2- B,S",3.0
1523,709,Mast Brothers,U.S.A.,2011,70%,"2- B,S",3.0
1524,777,Mast Brothers,U.S.A.,2011,75%,"2- B,S",3.0
1525,777,Mast Brothers,U.S.A.,2011,73%,"2- B,S",3.25
1526,672,Mast Brothers,U.S.A.,2011,72%,"2- B,S",3.5
1527,773,Mast Brothers,U.S.A.,2011,70%,"2- B,S",3.5
1528,777,Mast Brothers,U.S.A.,2011,74%,"2- B,S",3.75
1529,999,Mast Brothers,U.S.A.,2012,72%,"2- B,S",2.5
1530,999,Mast Brothers,U.S.A.,2012,73%,"2- B,S",2.75
1531,959,Mast Brothers,U.S.A.,2012,73%,"2- B,S",3.5
1532,1359,Mast Brothers,U.S.A.,2014,75%,"2- B,S",3.75
1533,1450,Mast Brothers,U.S.A.,2015,76%,"2- B,S",3.0
